***
*
*  Exported on: 30.06.2019
*  This data is owned by Butterfly Avionics GmbH and licensed under the CC BY-NC-SA,
*  not to be used for commercial purposes. For more information on commercial licensing visit
*  
*  http://www.openaip.net/commercial-licensing
*  
*  openAIP data is not certified and must not be used for primary navigation or flight planning.
*  NEVER RELY ON OPENAIP DATA. openAIP data contains errors. Using openAIP data may
*  result in serious injury or death, use at your own risk!
*  
*  OPENAIP OFFERS THE WORK AS-IS AND MAKES NO REPRESENTATIONS OR WARRANTIES OF ANY KIND
*  CONCERNING THE WORK, EXPRESS, IMPLIED, STATUTORY OR OTHERWISE, INCLUDING, WITHOUT LIMITATION,
*  WARRANTIES OF TITLE, MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, NONINFRINGEMENT, OR
*  THE ABSENCE OF LATENT OR OTHER DEFECTS, ACCURACY, OR THE PRESENCE OF ABSENCE OF ERRORS,
*  WHETHER OR NOT DISCOVERABLE. SOME JURISDICTIONS DO NOT ALLOW THE EXCLUSION OF IMPLIED
*  WARRANTIES, SO THIS EXCLUSION MAY NOT APPLY TO YOU.
*  
*  EXCEPT TO THE EXTENT REQUIRED BY APPLICABLE LAW, IN NO EVENT WILL OPENAIP BE LIABLE TO YOU ON
*  ANY LEGAL THEORY FOR ANY SPECIAL, INCIDENTAL, CONSEQUENTIAL, PUNITIVE OR EXEMPLARY DAMAGES
*  ARISING OUT OF THIS LICENSE OR THE USE OF THE WORK, EVEN IF OPENAIP HAS BEEN ADVISED OF THE
*  POSSIBILITY OF SUCH DAMAGES.
*
***

**************************
*
* OPENAIP WAYPOINTS EXPORT
*
* VERSION= 2288805
*
**************************
2,29:52:30N,103:41:49W,1158.0M,A,02 RANCH AIRPORT,|,
3,32:46:48N,104:22:52W,1024.0M,A,2 X 4 RANCH AIRPORT,|,
4,44:33:28N,121:24:04W,821.0M,A,3 RIVERS RECREATION AREA AIRPORT,|,
5,40:24:56N,109:20:38W,1483.0M,A,3-I ROCKER RANCH AIRPORT,|,
6,33:11:09N,84:22:05W,271.0M,A,3-M S AIRPORT,|,
7,39:49:30N,86:52:60W,247.0M,A,4 WINDS AERODROME,|,
8,27:23:01N,98:18:36W,83.0M,A,4-G RANCH AIRPORT,|,
9,34:02:16N,98:29:46W,306.0M,A,4-SHIPP AIRPORT,|,
11,32:24:36N,91:20:55W,24.0M,A,4B RANCH AIRPORT,|,
12,30:01:16N,101:34:23W,556.0M,A,4M RANCH AIRFIELD,|,
15,39:54:46N,77:31:58W,250.0M,A,5 LAKES AIRPORT,|,
16,39:19:42N,97:03:39W,363.0M,A,5-D RANCH AIRPORT,|,
18,35:43:47N,97:32:29W,331.0M,A,5B RANCH AIRPORT,|,
19,47:51:04N,118:19:48W,482.0M,A,7 BAYS AIRPORT,|,
20,40:38:20N,78:34:53W,489.0M,A,7-H SKEET CLUB INC. FIELD,|,
21,38:43:54N,122:33:47W,351.0M,A,7-M RANCH AIRPORT,|,
23,34:56:08N,119:27:07W,968.0M,A,7R RANCH AIRPORT,|,
27,35:18:42N,81:37:31W,283.0M,A,29NC AIRPORT,|,
28,37:40:14N,121:19:41W,25.0M,A,33 STRIP,|,
33,28:41:06N,98:22:58W,98.0M,A,74 RANCH AIRPORT,|,
34,29:29:06N,82:01:19W,24.0M,A,85TH AVENUE AIRSTRIP,|,
35,35:46:22N,84:45:55W,247.0M,A,100 AKER WOOD AIRPORT,|,
45,33:38:28N,100:20:53W,541.0M,A,6666 RANCH AIRPORT,|,
46,41:44:15N,84:33:54W,288.0M,A,A.C. MILLER AIRPORT,|,
50,44:39:60N,93:47:01W,291.0M,A,A.R.S. SPORT STRIP,|,
54,29:32:11N,95:15:51W,15.0M,A,AANDA FLYING SERVICE AIRPORT,|,
56,37:33:08N,87:16:17W,142.0M,A,A AND L AIRPORT,|,
57,30:43:38N,91:08:55W,43.0M,A,A AND P AIRPARK,|,
58,41:09:30N,106:33:29W,2402.0M,A,A A RANCH AIRPORT,|,
59,36:39:58N,78:43:21W,126.0M,A,AARON PENSTON FIELD,|,
60,40:51:45N,98:03:51W,556.0M,A,AARON S FIELD,|,
62,45:06:09N,123:25:08W,66.0M,A,ABBA S AIRPORT,|,
63,34:09:05N,82:21:13W,168.0M,A,ABBEVILLE AIRPORT,|,
64,29:58:33N,92:05:03W,5.0M,A,ABBEVILLE CHRIS CRUSTA MEMORIAL AIRPORT,|,
67,31:36:01N,85:14:20W,143.0M,A,ABBEVILLE MUNICIPAL AIRPORT,|,
69,42:19:30N,99:45:22W,780.0M,A,ABBOTT AIRPORT,|,
70,36:56:43N,79:47:48W,299.0M,A,ABBOTT AIRPORT,|,
76,37:22:03N,96:52:42W,402.0M,A,ABEL RANCH AIRPORT,|,
77,48:06:26N,114:10:37W,884.0M,A,ABEL RANCH AIRPORT,|,
78,37:01:26N,76:35:19W,10.0M,A,ABERDEEN FIELD,|,
79,42:55:16N,112:52:52W,1362.0M,A,ABERDEEN MUNICIPAL AIRPORT,|,
80,45:26:57N,98:25:18W,397.0M,A,ABERDEEN REGIONAL AIRPORT,|KABR,
81,35:09:13N,87:03:24W,209.0M,A,ABERNATHY FIELD,|KGZS,
82,33:50:45N,101:45:47W,1014.0M,A,ABERNATHY MUNICIPAL AIRPORT,|,
83,61:37:44N,149:02:35W,229.0M,A,ABI AIRPORT,|,
84,33:18:21N,90:59:25W,35.0M,A,ABIDE AIRPARK,|,
85,41:22:00N,96:57:01W,439.0M,A,ABIE SKY RANCH AIRPORT,|,
86,32:26:56N,99:37:12W,555.0M,A,ABILENE EXECUTIVE AIRPARK,|,
87,38:54:15N,97:14:09W,351.0M,A,ABILENE MUNICIPAL AIRPORT,|,
88,32:24:41N,99:40:55W,546.0M,A,ABILENE REGIONAL AIRPORT,120.1|KABI,
91,30:35:44N,84:58:53W,30.0M,A,ABLE AIRPARK,|,
92,39:50:39N,89:40:40W,182.0M,A,ABRAHAM LINCOLN CAPITAL AIRPORT,121.3|KSPI,
94,34:24:53N,116:37:23W,869.0M,A,ABRAHAM RANCH AIRPORT,|,
95,42:46:27N,84:43:59W,256.0M,A,ABRAMS MUNICIPAL AIRPORT,|,
99,30:02:16N,91:53:02W,7.0M,A,ACADIANA REGIONAL AIRPORT,125|KARA,
102,37:38:49N,75:45:40W,14.0M,A,ACCOMACK COUNTY AIRPORT,|KMFV,
103,43:58:16N,89:59:50W,271.0M,A,ACCURATE AIRPORT,|,
104,30:14:12N,91:49:47W,7.0M,A,ACE FLYING AIRPORT,|,
105,33:18:13N,89:13:42W,168.0M,A,ACKERMAN CHOCTAW COUNTY AIRPORT,|,
106,42:32:51N,93:01:60W,326.0M,A,ACKLEY MUNICIPAL AIRPORT,|,
107,48:42:35N,122:10:41W,92.0M,A,ACME FIELD,|,
109,30:53:11N,85:09:50W,41.0M,A,ACRES OF DIAMONDS AIRPARK,|,
111,39:07:57N,84:49:43W,142.0M,A,ACTION AIRPARK,|,
114,40:47:26N,83:49:45W,289.0M,A,ADA AIRPORT,|,
115,36:45:12N,85:57:14W,265.0M,A,ADAIR AIRPORT,|,
116,42:47:32N,82:38:22W,192.0M,A,ADAIR AIRSTRIP,|,
118,51:52:41N,176:38:46W,5.0M,A,ADAK AIRPORT,|PADK,
119,40:36:57N,84:50:05W,259.0M,A,ADAMS AIRPORT,|,
120,41:52:45N,78:06:54W,543.0M,A,ADAMS AIRPORT,|,
121,33:23:50N,84:27:37W,270.0M,A,ADAMS AIRPORT,|,
122,34:34:34N,79:14:56W,44.0M,A,ADAMS AIRPORT,|,
125,43:57:40N,89:47:17W,298.0M,A,ADAMS COUNTY LEGION FIELD,|,
127,34:43:46N,92:13:27W,80.0M,A,ADAMS FIELD,118.7|KLIT,
131,37:54:10N,89:08:15W,125.0M,A,ADAMS PRIVATE AIRPORT,|,
132,27:26:31N,80:35:03W,8.0M,A,ADAMS RANCH AIRPORT,|,
133,40:56:30N,88:45:00W,195.0M,A,ADAMS RESTRICTED LANDING AREA NUMBER 1,|,
134,40:56:05N,88:44:15W,192.0M,A,ADAMS RESTRICTED LANDING AREA NUMBER 2,|,
135,40:03:44N,84:22:46W,297.0M,A,ADAMS STRIP,|,
136,34:48:15N,96:40:17W,310.0M,A,ADA MUNICIPAL AIRPORT,|KADH,
137,37:41:10N,85:55:30W,236.0M,A,ADDINGTON FIELD,|KEKX,
138,33:14:55N,97:13:26W,215.0M,A,ADDINGTON FIELD,|,
139,32:58:07N,96:50:11W,196.0M,A,ADDISON AIRPORT,126|KADS,
141,34:12:33N,87:09:29W,240.0M,A,ADDISON MUNICIPAL AIRPORT,|,
142,34:32:15N,117:27:40W,937.0M,A,ADELANTO AIRPORT,|,
143,38:38:55N,77:31:58W,64.0M,A,ADEN FIELD,|,
144,41:11:10N,120:57:07W,1289.0M,A,ADIN AIRPORT,|,
145,44:36:33N,73:51:28W,412.0M,A,ADIRONDACK AIRPARK ESTATES AIRPORT,|,
148,44:23:07N,74:12:22W,507.0M,A,ADIRONDACK REGIONAL AIRPORT,|KSLK,
151,42:21:10N,88:38:05W,260.0M,A,ADKINS RLA RESTRICTED LANDING AREA,|,
152,39:46:60N,88:37:17W,204.0M,A,ADKISSON AIRPORT,|,
153,33:34:35N,107:54:00W,2241.0M,A,ADOBE RANCH PRIVATE AIRPORT,|,
157,38:52:21N,91:18:01W,265.0M,A,ADVENTURES ALOFT AIRPORT,|,
