***
*
*  Exported on: 03.02.2018
*  This data is owned by Butterfly Avionics GmbH and licensed under the CC BY-NC-SA,
*  not to be used for commercial purposes. For more information on commercial licensing visit
*  
*  http://www.openaip.net/commercial-licensing
*  
*  openAIP data is not certified and must not be used for primary navigation or flight planning.
*  NEVER RELY ON OPENAIP DATA. openAIP data contains errors. Using openAIP data may
*  result in serious injury or death, use at your own risk!
*  
*  OPENAIP OFFERS THE WORK AS-IS AND MAKES NO REPRESENTATIONS OR WARRANTIES OF ANY KIND
*  CONCERNING THE WORK, EXPRESS, IMPLIED, STATUTORY OR OTHERWISE, INCLUDING, WITHOUT LIMITATION,
*  WARRANTIES OF TITLE, MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, NONINFRINGEMENT, OR
*  THE ABSENCE OF LATENT OR OTHER DEFECTS, ACCURACY, OR THE PRESENCE OF ABSENCE OF ERRORS,
*  WHETHER OR NOT DISCOVERABLE. SOME JURISDICTIONS DO NOT ALLOW THE EXCLUSION OF IMPLIED
*  WARRANTIES, SO THIS EXCLUSION MAY NOT APPLY TO YOU.
*  
*  EXCEPT TO THE EXTENT REQUIRED BY APPLICABLE LAW, IN NO EVENT WILL OPENAIP BE LIABLE TO YOU ON
*  ANY LEGAL THEORY FOR ANY SPECIAL, INCIDENTAL, CONSEQUENTIAL, PUNITIVE OR EXEMPLARY DAMAGES
*  ARISING OUT OF THIS LICENSE OR THE USE OF THE WORK, EVEN IF OPENAIP HAS BEEN ADVISED OF THE
*  POSSIBILITY OF SUCH DAMAGES.
*
***

**************************
*
* OPENAIP WAYPOINTS EXPORT
*
* VERSION= 1786539
*
**************************
1,43:54:33N,27:49:03E,195.0M,A,ABRIT,|,
2,43:54:37N,27:17:48E,193.0M,A,ALFATAR SOUTHEAS,|,
3,43:12:22N,24:39:21E,305.0M,A,BAKHOVITSA,|,
4,43:25:26N,28:10:53E,201.0M,A,BALCHIK AIR BASE,|LBWB,
5,42:22:29N,23:23:33E,905.0M,A,BELCHIN,119.900|LBBB,
6,42:27:18N,26:21:08E,155.0M,A,BEZMER AIR BASE,|,
7,43:48:52N,27:26:09E,212.0M,A,BEZMER MALI IZVO,|,
8,43:14:11N,27:01:44E,117.0M,A,BLAGOVO,|,
9,43:18:23N,24:41:29E,354.0M,A,BOHOT AIRPORT,|LBBO,
10,43:19:29N,24:40:09E,285.0M,A,BOKHOF,|,
11,43:18:24N,26:42:03E,203.0M,A,BUKHOVTSI AIRFIELD,|LBTG,
12,42:34:11N,27:30:55E,41.0M,A,BURGAS AIRPORT,118|LBBG,
13,42:06:50N,24:59:37E,185.0M,A,CHESHNEGIROVO,|,
14,42:18:31N,23:49:13E,542.0M,A,DOLNA BANYA AIRPORT,118.850|LBDB,
15,42:18:31N,23:49:13E,542.0M,A,DOLNA BANYA AIRPORT,118.850|LBDB,
16,43:27:05N,24:30:10E,101.0M,A,DOLNA MITROPOLIYA AIR BASE,|LBPL,
17,43:36:13N,25:52:40E,255.0M,A,DVE MOGILI AIRPORT,|,
18,43:29:57N,23:18:17E,188.0M,A,ERDEN AIRPORT,|LBRD,
19,43:32:39N,23:16:21E,191.0M,A,GABROVNITSA AIR BASE,|LBMG,
20,43:47:26N,27:07:37E,249.0M,A,GARA DULOVO,|,
